Detailed Statistics Departures  
Origin Airport: San Francisco, CA: San Francisco International (SFO)
Airline: United Airlines Inc. (UA)
Month(s): December
Day(s): 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2022

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual departure time,Scheduled elapsed time (Minutes),Actual elapsed time (Minutes),Departure delay (Minutes)
"UA","12/26/2022","0605","N802UA","PDX","07:34","07:30","114","96","-4"
"UA","12/26/2022","0611","N76523","SBA","10:50","11:17","79","75","27"
"UA","12/26/2022","0683","N479UA","EUG","19:00","19:12","100","98","12"
"UA","12/26/2022","0693","N803UA","ABQ","11:13","11:05","148","129","-8"
"UA","12/26/2022","0729","N36469","ORD","16:44","17:32","250","238","48"
"UA","12/26/2022","0753","N37422","ATL","10:45","10:58","282","267","13"
"UA","12/26/2022","0762","N27515","IAH","11:02","11:07","235","242","5"
"UA","12/26/2022","0793","N75410","ORD","08:30","09:06","264","273","36"
"UA","12/26/2022","1041","N63890","SAN","08:25","08:38","103","94","13"
"UA","12/26/2022","1049","N842UA","RNO","18:47","18:40","64","57","-7"
"UA","12/26/2022","1082","N37514","LAX","16:10","15:56","96","81","-14"
"UA","12/26/2022","1111","N77535","LIH","08:33","08:34","361","334","1"
"UA","12/26/2022","1115","N62895","DEN","14:28","14:24","155","138","-4"
"UA","12/26/2022","1124","N435UA","MCI","18:35","18:29","204","194","-6"
"UA","12/26/2022","1167","N817UA","MSP","08:35","08:38","220","211","3"
"UA","12/26/2022","1175","N2639U","HNL","09:15","09:35","338","340","20"
"UA","12/26/2022","1200","N470UA","LAX","18:45","18:44","96","90","-1"
"UA","12/26/2022","1204","N472UA","PIT","22:18","22:46","290","286","28"
"UA","12/26/2022","1216","N62849","DEN","18:45","18:39","156","134","-6"
"UA","12/26/2022","1248","N77865","ORD","06:30","06:27","257","243","-3"
"UA","12/26/2022","1273","N76526","OGG","11:13","11:03","348","351","-10"
"UA","12/26/2022","1411","N77014","EWR","07:00","07:06","314","311","6"
"UA","12/26/2022","1428","N17104","EWR","14:30","15:55","333","322","85"
"UA","12/26/2022","1435","N38479","IAH","14:44","15:47","230","210","63"
"UA","12/26/2022","1442","N2748U","EWR","08:30","09:11","320","319","41"
"UA","12/26/2022","1509","N778UA","HNL","16:40","17:16","338","313","36"
"UA","12/26/2022","1513","N33289","SNA","10:57","11:13","97","110","16"
"UA","12/26/2022","1559","N67815","PDX","19:10","19:09","114","100","-1"
"UA","12/26/2022","1594","N805UA","SNA","16:42","17:19","93","86","37"
"UA","12/26/2022","1620","N804UA","OMA","18:36","20:35","198","187","119"
"UA","12/26/2022","1665","N13113","BOS","23:30","23:57","337","327","27"
"UA","12/26/2022","1684","N77510","LIH","18:50","18:49","354","341","-1"
"UA","12/26/2022","1721","N213UA","KOA","09:05","10:16","331","319","71"
"UA","12/26/2022","1723","N781UA","KOA","16:45","17:10","329","331","25"
"UA","12/26/2022","1745","N27253","IAH","13:06","13:03","234","219","-3"
"UA","12/26/2022","1749","N772UA","OGG","16:59","17:46","332","331","47"
"UA","12/26/2022","1761","N66848","IAD","23:23","23:37","307","309","14"
"UA","12/26/2022","1770","N805UA","CMH","22:35","22:33","276","344","-2"
"UA","12/26/2022","1788","N804UA","PSP","13:17","15:37","95","87","140"
"UA","12/26/2022","1823","N462UA","DEN","16:08","16:12","152","138","4"
"UA","12/26/2022","1825","N77544","DFW","13:25","13:18","214","207","-7"
"UA","12/26/2022","1826","N775UA","DEN","08:40","08:52","156","137","12"
"UA","12/26/2022","1852","N212UA","OGG","09:05","09:46","331","304","41"
"UA","12/26/2022","1893","N69838","IND","22:59","23:01","257","254","2"
"UA","12/26/2022","1914","N213UA","ORD","22:55","23:35","248","247","40"
"UA","12/26/2022","1927","N75426","ORD","05:15","08:02","262","256","167"
"UA","12/26/2022","1942","N36469","PDX","10:45","12:23","118","99","98"
"UA","12/26/2022","1947","N37534","ORD","18:13","18:08","254","237","-5"
"UA","12/26/2022","1950","N69885","IAH","18:52","18:54","229","221","2"
"UA","12/26/2022","1953","N69826","SEA","20:05","19:59","147","133","-6"
"UA","12/26/2022","1954","N27260","DCA","08:47","08:45","311","296","-2"
"UA","12/26/2022","1986","N87513","SEA","08:25","08:26","147","143","1"
"UA","12/26/2022","1997","N38257","AUS","08:43","08:44","218","203","1"
"UA","12/26/2022","2002","N17963","IAD","13:00","14:22","292","280","82"
"UA","12/26/2022","2005","N462UA","BZN","09:26","09:25","142","145","-1"
"UA","12/26/2022","2011","N37471","IAH","00:29","00:37","224","206","8"
"UA","12/26/2022","2027","N805UA","PHX","10:32","10:54","124","114","22"
"UA","12/26/2022","2032","N2135U","IAD","08:30","08:27","295","294","-3"
"UA","12/26/2022","2034","N35236","LAX","22:35","01:15","84","71","160"
"UA","12/26/2022","2035","N37522","RSW","13:15","13:20","318","301","5"
"UA","12/26/2022","2037","N13113","TPA","09:10","09:04","308","311","-6"
"UA","12/26/2022","2041","N47505","SAN","12:58","12:54","99","105","-4"
"UA","12/26/2022","2047","N441UA","SNA","18:53","18:48","92","89","-5"
"UA","12/26/2022","2059","N12010","EWR","22:40","22:42","311","308","2"
"UA","12/26/2022","2097","N783UA","EWR","21:00","21:03","312","309","3"
"UA","12/26/2022","2102","N37532","TPA","22:50","23:25","306","288","35"
"UA","12/26/2022","2169","N436UA","PHX","19:10","19:09","123","118","-1"
"UA","12/26/2022","2187","N14107","BOS","08:25","08:22","337","343","-3"
"UA","12/26/2022","2247","N12116","IAD","22:35","22:51","307","309","16"
"UA","12/26/2022","2296","N69885","IAH","07:47","07:44","233","211","-3"
"UA","12/26/2022","2319","N34131","EWR","10:45","10:44","334","352","-1"
"UA","12/26/2022","2327","N33203","AUS","23:59","01:04","209","196","65"
"UA","12/26/2022","2329","N38459","LAS","08:47","08:47","102","90","0"
"UA","12/26/2022","2337","N27511","BOS","12:55","12:49","336","330","-6"
"UA","12/26/2022","2341","N29124","BOS","10:45","11:07","339","321","22"
"UA","12/26/2022","2356","N426UA","AUS","16:35","17:39","212","202","64"
"UA","12/26/2022","2366","N68801","LAS","22:35","23:49","98","87","74"
"UA","12/26/2022","2368","N14219","DEN","12:55","12:52","157","137","-3"
"UA","12/26/2022","2377","N75425","DEN","06:34","06:30","159","160","-4"
"UA","12/26/2022","2380","N2142U","HNL","10:55","12:41","338","314","106"
"UA","12/26/2022","2384","N33289","CLE","23:01","23:01","283","285","0"
"UA","12/26/2022","2396","N37538","BNA","11:06","11:26","261","255","20"
"UA","12/26/2022","2412","N820UA","DFW","10:30","10:34","217","190","4"
"UA","12/26/2022","2419","N795UA","EWR","12:00","12:18","319","363","18"
"UA","12/26/2022","2423","N2332U","EWR","23:50","00:23","311","303","33"
"UA","12/26/2022","2426","N75854","DEN","05:00","05:06","154","141","6"
"UA","12/26/2022","2447","N840UA","EUG","10:40","11:54","103","91","74"
"UA","12/26/2022","2451","N36447","IAH","09:08","09:15","235","218","7"
"UA","12/26/2022","2458","N33289","LAS","16:50","17:22","99","86","32"
"UA","12/26/2022","2464","N474UA","LAX","10:35","10:38","95","81","3"
"UA","12/26/2022","2482","N37531","FLL","22:53","23:00","329","323","7"
"UA","12/26/2022","2484","N228UA","MCO","09:00","09:01","309","332","1"
"UA","12/26/2022","2600","N17529","MIA","08:37","08:34","333","328","-3"
"UA","12/26/2022","2602","N824UA","PDX","16:55","17:46","114","106","51"
"UA","12/26/2022","2612","N69833","SEA","12:43","12:44","138","113","1"
"UA","12/26/2022","2617","N423UA","LAX","08:25","08:18","101","79","-7"
"UA","12/26/2022","2626","N27509","IAD","16:52","17:54","302","298","62"
"UA","12/26/2022","2628","N841UA","PSP","08:35","10:31","102","108","116"
"UA","12/26/2022","2630","N76505","PHL","23:04","23:25","323","323","21"
"UA","12/26/2022","2640","N73860","ORD","10:36","11:35","259","265","59"
"UA","12/26/2022","2641","N38257","SAN","18:45","19:00","98","96","15"
"UA","12/26/2022","2644","N66848","RDU","09:10","09:07","310","296","-3"
"UA","12/26/2022","2655","N37466","MSY","10:35","10:32","245","229","-3"
"UA","12/26/2022","2656","N66893","SAN","22:35","23:36","101","87","61"
"UA","12/26/2022","2678","N77510","LAS","13:09","13:08","100","84","-1"
"UA","12/26/2022","2680","N436UA","SNA","13:25","13:26","96","84","1"
"UA","12/26/2022","2682","N879UA","BUR","10:45","12:40","84","73","115"
"UA","12/27/2022","0190","N27511","HNL","18:55","19:15","349","317","20"
"UA","12/27/2022","0221","N17529","MCO","23:08","23:12","315","313","4"
"UA","12/27/2022","0300","N774UA","HNL","13:10","13:32","336","310","22"
"UA","12/27/2022","0372","N37293","PHX","16:35","16:39","123","106","4"
"UA","12/27/2022","0436","N37514","BWI","22:59","23:03","312","298","4"
"UA","12/27/2022","0447","N17529","SEA","16:10","16:09","144","135","-1"
"UA","12/27/2022","0451","N66893","ORD","14:00","15:43","258","226","103"
"UA","12/27/2022","0476","N776UA","ORD","23:55","00:26","246","224","31"
"UA","12/27/2022","0487","N37528","IAD","10:50","10:53","304","296","3"
"UA","12/27/2022","0505","N781UA","IAH","23:55","00:08","222","209","13"
"UA","12/27/2022","0568","N67501","DEN","11:00","11:11","162","143","11"
"UA","12/27/2022","0574","N804UA","SAT","18:32","19:37","207","189","65"
"UA","12/27/2022","0583","N17529","IAH","05:15","05:14","233","237","-1"
"UA","12/27/2022","0605","N890UA","PDX","07:34","08:38","114","109","64"
"UA","12/27/2022","0611","N33203","SBA","10:50","11:07","79","75","17"
"UA","12/27/2022","0683","N474UA","EUG","19:00","19:07","100","97","7"
"UA","12/27/2022","0693","N833UA","ABQ","11:13","11:46","148","146","33"
"UA","12/27/2022","0729","N69838","ORD","16:44","17:22","250","229","38"
"UA","12/27/2022","0753","N36469","ATL","10:45","11:20","282","285","35"
"UA","12/27/2022","0762","N69835","IAH","11:02","11:23","235","246","21"
"UA","12/27/2022","0793","N38451","ORD","08:30","08:30","264","249","0"
"UA","12/27/2022","1041","","SAN","08:25","00:00","103","0","0"
"UA","12/27/2022","1049","N803UA","RNO","18:47","19:38","64","58","51"
"UA","12/27/2022","1082","N37522","LAX","16:10","16:23","96","79","13"
"UA","12/27/2022","1111","N76526","LIH","08:33","08:30","361","336","-3"
"UA","12/27/2022","1115","N66803","DEN","14:28","14:38","155","138","10"
"UA","12/27/2022","1124","N428UA","MCI","18:35","18:53","204","183","18"
"UA","12/27/2022","1167","N804UA","MSP","08:35","10:22","220","196","107"
"UA","12/27/2022","1175","N2251U","HNL","09:15","09:21","338","324","6"
"UA","12/27/2022","1200","N455UA","LAX","18:45","18:54","96","83","9"
"UA","12/27/2022","1204","N422UA","PIT","22:18","22:15","290","272","-3"
"UA","12/27/2022","1216","N69816","DEN","18:45","18:56","156","135","11"
"UA","12/27/2022","1248","N78866","ORD","06:30","06:29","257","245","-1"
"UA","12/27/2022","1273","N87512","OGG","11:13","11:31","348","322","18"
"UA","12/27/2022","1411","N78013","EWR","07:00","06:59","314","311","-1"
"UA","12/27/2022","1428","N13113","EWR","14:30","15:48","333","289","78"
"UA","12/27/2022","1435","N28457","IAH","14:44","14:43","230","208","-1"
"UA","12/27/2022","1442","N2135U","EWR","08:30","09:12","320","304","42"
"UA","12/27/2022","1509","N768UA","HNL","16:40","17:03","338","305","23"
"UA","12/27/2022","1513","N37293","SNA","10:57","11:14","97","92","17"
"UA","12/27/2022","1559","N37427","PDX","19:10","19:09","114","103","-1"
"UA","12/27/2022","1620","N833UA","OMA","18:36","18:41","198","182","5"
"UA","12/27/2022","1665","N29124","BOS","23:30","23:39","337","322","9"
"UA","12/27/2022","1684","N78511","LIH","18:50","19:05","354","318","15"
"UA","12/27/2022","1721","N781UA","KOA","09:05","09:31","331","307","26"
"UA","12/27/2022","1723","N771UA","KOA","16:45","16:52","329","305","7"
"UA","12/27/2022","1745","N68843","IAH","13:06","13:43","234","227","37"
"UA","12/27/2022","1749","N215UA","OGG","16:59","19:43","332","309","164"
"UA","12/27/2022","1761","N62884","IAD","23:23","23:27","307","292","4"
"UA","12/27/2022","1770","N849UA","CMH","22:35","23:37","276","287","62"
"UA","12/27/2022","1788","N849UA","PSP","13:17","13:26","95","87","9"
"UA","12/27/2022","1823","N441UA","DEN","16:08","16:04","152","153","-4"
"UA","12/27/2022","1825","N77544","DFW","13:25","13:28","214","205","3"
"UA","12/27/2022","1826","N772UA","DEN","08:40","08:51","156","157","11"
"UA","12/27/2022","1852","N211UA","OGG","09:05","09:24","331","330","19"
"UA","12/27/2022","1893","N61886","IND","22:59","22:57","257","267","-2"
"UA","12/27/2022","1914","N778UA","ORD","22:55","23:14","248","238","19"
"UA","12/27/2022","1927","N37422","ORD","05:15","05:21","262","249","6"
"UA","12/27/2022","1942","N69838","PDX","10:45","11:09","118","104","24"
"UA","12/27/2022","1947","N37534","ORD","18:13","18:31","254","229","18"
"UA","12/27/2022","1950","N37419","IAH","18:52","18:52","229","212","0"
"UA","12/27/2022","1953","N69835","SEA","20:05","22:01","147","146","116"
"UA","12/27/2022","1954","N76515","DCA","08:47","09:54","311","298","67"
"UA","12/27/2022","1986","N76505","SEA","08:25","13:14","147","126","289"
"UA","12/27/2022","1997","N78511","AUS","08:43","08:49","218","193","6"
"UA","12/27/2022","2002","N45905","IAD","13:00","14:56","292","278","116"
"UA","12/27/2022","2005","N480UA","BZN","09:26","09:41","142","168","15"
"UA","12/27/2022","2011","N27260","IAH","00:29","01:07","224","216","38"
"UA","12/27/2022","2027","N847UA","PHX","10:32","10:55","124","106","23"
"UA","12/27/2022","2032","N2737U","IAD","08:30","08:33","295","287","3"
"UA","12/27/2022","2034","N47505","LAX","22:35","22:49","84","87","14"
"UA","12/27/2022","2037","N14107","TPA","09:10","09:05","308","314","-5"
"UA","12/27/2022","2041","","SAN","12:58","00:00","99","0","0"
"UA","12/27/2022","2047","N429UA","SNA","18:53","19:01","92","85","8"
"UA","12/27/2022","2059","N17002","EWR","22:40","22:40","311","294","0"
"UA","12/27/2022","2097","N2846U","EWR","21:00","20:59","312","297","-1"
"UA","12/27/2022","2102","N37522","TPA","22:50","22:49","306","290","-1"
"UA","12/27/2022","2169","N475UA","PHX","19:10","19:09","123","112","-1"
"UA","12/27/2022","2187","N29124","BOS","08:25","08:24","337","311","-1"
"UA","12/27/2022","2247","N14107","IAD","22:35","23:49","307","293","74"
"UA","12/27/2022","2296","N37419","IAH","07:47","07:45","233","216","-2"
"UA","12/27/2022","2319","N218UA","EWR","10:45","14:17","334","292","212"
"UA","12/27/2022","2327","N73275","AUS","23:59","00:46","209","198","47"
"UA","12/27/2022","2329","","LAS","08:47","00:00","102","0","0"
"UA","12/27/2022","2337","N37531","BOS","12:55","13:04","336","311","9"
"UA","12/27/2022","2341","N17104","BOS","10:45","10:47","339","312","2"
"UA","12/27/2022","2356","N447UA","AUS","16:35","16:37","212","196","2"
"UA","12/27/2022","2366","N68822","LAS","22:35","22:32","98","96","-3"
"UA","12/27/2022","2368","N14237","DEN","12:55","13:29","157","138","34"
"UA","12/27/2022","2377","N38473","DEN","06:34","09:12","159","142","158"
"UA","12/27/2022","2380","N27015","HNL","10:55","10:58","338","330","3"
"UA","12/27/2022","2384","N11206","CLE","23:01","23:21","283","268","20"
"UA","12/27/2022","2396","N37514","BNA","11:06","11:33","261","253","27"
"UA","12/27/2022","2412","","DFW","10:30","00:00","217","0","0"
"UA","12/27/2022","2419","N798UA","EWR","12:00","12:22","319","311","22"
"UA","12/27/2022","2423","N2737U","EWR","23:50","00:14","311","294","24"
"UA","12/27/2022","2426","N73860","DEN","05:00","04:59","154","146","-1"
"UA","12/27/2022","2447","N821UA","EUG","10:40","10:39","103","89","-1"
"UA","12/27/2022","2451","N69833","IAH","09:08","11:05","235","228","117"
"UA","12/27/2022","2458","N11206","LAS","16:50","17:32","99","97","42"
"UA","12/27/2022","2464","N435UA","LAX","10:35","10:39","95","80","4"
"UA","12/27/2022","2481","N475UA","LAX","13:30","13:30","95","85","0"
"UA","12/27/2022","2482","N37523","FLL","22:53","23:07","329","324","14"
"UA","12/27/2022","2484","N229UA","MCO","09:00","09:23","309","321","23"
"UA","12/27/2022","2600","N47505","MIA","08:37","08:34","333","321","-3"
"UA","12/27/2022","2602","N490UA","PDX","16:55","17:32","114","101","37"
"UA","12/27/2022","2612","N37538","SEA","12:43","13:22","138","123","39"
"UA","12/27/2022","2617","N496UA","LAX","08:25","08:27","101","82","2"
"UA","12/27/2022","2626","N37507","IAD","16:52","16:49","302","290","-3"
"UA","12/27/2022","2628","N842UA","PSP","08:35","08:34","102","90","-1"
"UA","12/27/2022","2630","N37293","PHL","23:04","23:22","323","296","18"
"UA","12/27/2022","2640","N57868","ORD","10:36","11:00","259","234","24"
"UA","12/27/2022","2641","N76515","SAN","18:45","22:44","98","88","239"
"UA","12/27/2022","2644","N68842","RDU","09:10","09:22","310","301","12"
"UA","12/27/2022","2655","N37532","MSY","10:35","12:16","245","228","101"
"UA","12/27/2022","2656","N69847","SAN","22:35","23:20","101","95","45"
"UA","12/27/2022","2678","N27511","LAS","13:09","13:15","100","94","6"
"UA","12/27/2022","2680","N474UA","SNA","13:25","13:52","96","84","27"
"UA","12/27/2022","2682","N817UA","BUR","10:45","10:47","84","61","2"
"UA","12/28/2022","0190","N39463","HNL","18:55","19:09","349","310","14"
"UA","12/28/2022","0221","N47505","MCO","23:08","23:14","315","318","6"
"UA","12/28/2022","0300","N776UA","HNL","13:10","13:30","336","306","20"
"UA","12/28/2022","0372","","PHX","16:35","00:00","123","0","0"
"UA","12/28/2022","0436","N37537","BWI","22:59","22:54","312","309","-5"
"UA","12/28/2022","0447","N77544","SEA","16:10","16:26","144","128","16"
"UA","12/28/2022","0451","N69835","ORD","14:00","14:06","258","252","6"
"UA","12/28/2022","0476","N768UA","ORD","23:55","00:16","246","233","21"
"UA","12/28/2022","0487","N37502","IAD","10:50","10:52","304","313","2"
"UA","12/28/2022","0505","N215UA","IAH","23:55","23:52","222","202","-3"
"UA","12/28/2022","0568","N37471","DEN","11:00","11:05","162","165","5"
"UA","12/28/2022","0574","N880UA","SAT","18:32","18:28","207","189","-4"
"UA","12/28/2022","0583","N77544","IAH","05:15","05:19","233","226","4"
"UA","12/28/2022","0605","N480UA","PDX","07:34","07:53","114","101","19"
"UA","12/28/2022","0611","N33292","SBA","10:50","10:47","79","73","-3"
"UA","12/28/2022","0683","N481UA","EUG","19:00","18:53","100","85","-7"
"UA","12/28/2022","0693","N880UA","ABQ","11:13","11:16","148","129","3"
"UA","12/28/2022","0729","N61886","ORD","16:44","16:39","250","243","-5"
"UA","12/28/2022","0733","N37470","DEN","20:30","20:35","149","159","5"
"UA","12/28/2022","0753","N37434","ATL","10:45","10:44","282","273","-1"
"UA","12/28/2022","0762","N37462","IAH","11:02","11:22","235","205","20"
"UA","12/28/2022","0793","N39423","ORD","08:30","08:38","264","246","8"
"UA","12/28/2022","1041","N69835","SAN","08:25","08:24","103","85","-1"
"UA","12/28/2022","1049","N845UA","RNO","18:47","18:42","64","49","-5"
"UA","12/28/2022","1082","N47517","LAX","16:10","16:19","96","111","9"
"UA","12/28/2022","1111","N87512","LIH","08:33","08:29","361","332","-4"
"UA","12/28/2022","1115","N69818","DEN","14:28","14:35","155","155","7"
"UA","12/28/2022","1124","N442UA","MCI","18:35","18:38","204","198","3"
"UA","12/28/2022","1167","N803UA","MSP","08:35","08:33","220","198","-2"
"UA","12/28/2022","1175","N2749U","HNL","09:15","09:40","338","304","25"
"UA","12/28/2022","1200","N414UA","LAX","18:45","18:39","96","79","-6"
"UA","12/28/2022","1204","N436UA","PIT","22:18","22:27","290","289","9"
"UA","12/28/2022","1216","N68823","DEN","18:45","18:46","156","173","1"
"UA","12/28/2022","1248","N57855","ORD","06:30","06:28","257","247","-2"
"UA","12/28/2022","1273","N37531","OGG","11:13","12:43","348","332","90"
"UA","12/28/2022","1411","N78013","EWR","07:00","06:59","314","302","-1"
"UA","12/28/2022","1428","N29124","EWR","14:30","15:39","333","301","69"
"UA","12/28/2022","1435","N69829","IAH","14:44","14:45","230","216","1"
"UA","12/28/2022","1442","N2243U","EWR","08:30","08:38","320","303","8"
"UA","12/28/2022","1509","N772UA","HNL","16:40","16:47","338","330","7"
"UA","12/28/2022","1513","N77258","SNA","10:57","10:51","97","83","-6"
"UA","12/28/2022","1559","N68821","PDX","19:10","19:13","114","111","3"
"UA","12/28/2022","1594","N833UA","SNA","16:42","17:17","93","93","35"
"UA","12/28/2022","1620","N803UA","OMA","18:36","18:28","198","182","-8"
"UA","12/28/2022","1665","N17104","BOS","23:30","23:41","337","329","11"
"UA","12/28/2022","1684","N78511","LIH","18:50","19:33","354","324","43"
"UA","12/28/2022","1721","N215UA","KOA","09:05","09:11","331","298","6"
"UA","12/28/2022","1723","N773UA","KOA","16:45","16:43","329","301","-2"
"UA","12/28/2022","1745","N37293","IAH","13:06","13:00","234","219","-6"
"UA","12/28/2022","1749","N779UA","OGG","16:59","17:28","332","299","29"
"UA","12/28/2022","1761","N37434","IAD","23:23","23:17","307","309","-6"
"UA","12/28/2022","1770","N844UA","CMH","22:35","22:31","276","312","-4"
"UA","12/28/2022","1788","N839UA","PSP","13:17","13:13","95","76","-4"
"UA","12/28/2022","1823","N429UA","DEN","16:08","16:05","152","150","-3"
"UA","12/28/2022","1825","N17529","DFW","13:25","13:24","214","200","-1"
"UA","12/28/2022","1826","N771UA","DEN","08:40","08:58","156","143","18"
"UA","12/28/2022","1852","N211UA","OGG","09:05","09:06","331","313","1"
"UA","12/28/2022","1893","N68836","IND","22:59","23:20","257","255","21"
"UA","12/28/2022","1914","N211UA","ORD","22:55","23:18","248","228","23"
"UA","12/28/2022","1927","N68801","ORD","05:15","05:13","262","230","-2"
"UA","12/28/2022","1942","N61886","PDX","10:45","10:42","118","112","-3"
"UA","12/28/2022","1947","N37534","ORD","18:13","18:09","254","241","-4"
"UA","12/28/2022","1950","N34455","IAH","18:52","18:45","229","207","-7"
"UA","12/28/2022","1953","N78438","SEA","20:05","20:03","147","200","-2"
"UA","12/28/2022","1954","N77510","DCA","08:47","08:47","311","312","0"
"UA","12/28/2022","1986","N73275","SEA","08:25","10:27","147","131","122"
"UA","12/28/2022","1997","N78511","AUS","08:43","08:53","218","202","10"
"UA","12/28/2022","2002","N30913","IAD","13:00","13:25","292","287","25"
"UA","12/28/2022","2005","N429UA","BZN","09:26","09:24","142","142","-2"
"UA","12/28/2022","2011","N36469","IAH","00:29","00:32","224","212","3"
"UA","12/28/2022","2027","N833UA","PHX","10:32","11:23","124","110","51"
"UA","12/28/2022","2032","N2352U","IAD","08:30","08:37","295","297","7"
"UA","12/28/2022","2034","N87531","LAX","22:35","22:43","84","75","8"
"UA","12/28/2022","2035","N27520","RSW","13:15","13:15","318","306","0"
"UA","12/28/2022","2037","N21108","TPA","09:10","13:53","308","299","283"
"UA","12/28/2022","2041","N47533","SAN","12:58","16:05","99","86","187"
"UA","12/28/2022","2047","N496UA","SNA","18:53","18:49","92","79","-4"
"UA","12/28/2022","2059","N13013","EWR","22:40","22:40","311","306","0"
"UA","12/28/2022","2097","N227UA","EWR","21:00","20:53","312","306","-7"
"UA","12/28/2022","2102","N27511","TPA","22:50","22:48","306","295","-2"
"UA","12/28/2022","2169","N479UA","PHX","19:10","19:08","123","100","-2"
"UA","12/28/2022","2187","N17104","BOS","08:25","08:25","337","317","0"
"UA","12/28/2022","2247","N58101","IAD","22:35","22:28","307","294","-7"
"UA","12/28/2022","2296","N78448","IAH","07:47","07:45","233","209","-2"
"UA","12/28/2022","2319","N19117","EWR","10:45","11:23","334","312","38"
"UA","12/28/2022","2327","N76515","AUS","23:59","23:54","209","224","-5"
"UA","12/28/2022","2329","N69833","LAS","08:47","08:42","102","86","-5"
"UA","12/28/2022","2337","N37523","BOS","12:55","13:08","336","319","13"
"UA","12/28/2022","2341","N12125","BOS","10:45","10:54","339","342","9"
"UA","12/28/2022","2356","N461UA","AUS","16:35","16:34","212","204","-1"
"UA","12/28/2022","2366","N69847","LAS","22:35","22:50","98","97","15"
"UA","12/28/2022","2368","N76504","DEN","12:55","13:07","157","151","12"
"UA","12/28/2022","2377","N37510","DEN","06:34","06:28","159","159","-6"
"UA","12/28/2022","2380","N57016","HNL","10:55","10:55","338","313","0"
"UA","12/28/2022","2384","N14237","CLE","23:01","22:54","283","275","-7"
"UA","12/28/2022","2396","N47505","BNA","11:06","11:08","261","265","2"
"UA","12/28/2022","2412","N874UA","DFW","10:30","11:20","217","202","50"
"UA","12/28/2022","2419","N788UA","EWR","12:00","12:28","319","305","28"
"UA","12/28/2022","2423","N2352U","EWR","23:50","23:55","311","305","5"
"UA","12/28/2022","2426","N66893","DEN","05:00","04:57","156","154","-3"
"UA","12/28/2022","2447","N802UA","EUG","10:40","12:44","103","100","124"
"UA","12/28/2022","2451","N68822","IAH","09:08","09:04","235","251","-4"
"UA","12/28/2022","2458","N14237","LAS","16:50","16:50","99","88","0"
"UA","12/28/2022","2464","N488UA","LAX","10:35","10:39","95","80","4"
"UA","12/28/2022","2481","N414UA","LAX","13:30","13:26","95","81","-4"
"UA","12/28/2022","2482","N77544","FLL","22:53","22:56","329","327","3"
"UA","12/28/2022","2484","N794UA","MCO","09:00","09:04","309","314","4"
"UA","12/28/2022","2600","N27511","MIA","08:37","08:34","333","343","-3"
"UA","12/28/2022","2602","N884UA","PDX","16:55","16:55","114","97","0"
"UA","12/28/2022","2612","N37514","SEA","12:43","12:35","138","154","-8"
"UA","12/28/2022","2617","N455UA","LAX","08:25","08:27","101","84","2"
"UA","12/28/2022","2626","N37518","IAD","16:52","17:13","302","292","21"
"UA","12/28/2022","2628","N830UA","PSP","08:35","08:33","102","79","-2"
"UA","12/28/2022","2630","N77542","PHL","23:04","23:22","323","317","18"
"UA","12/28/2022","2640","N73860","ORD","10:36","10:40","259","237","4"
"UA","12/28/2022","2641","N77258","SAN","18:45","20:49","98","83","124"
"UA","12/28/2022","2644","N69847","RDU","09:10","09:12","310","290","2"
"UA","12/28/2022","2655","N37525","MSY","10:35","10:32","245","234","-3"
"UA","12/28/2022","2656","N66803","SAN","22:35","22:44","101","84","9"
"UA","12/28/2022","2678","N77258","LAS","13:09","16:14","100","82","185"
"UA","12/28/2022","2680","N479UA","SNA","13:25","13:22","96","81","-3"
"UA","12/28/2022","2682","N804UA","BUR","10:45","11:33","84","85","48"
"UA","12/29/2022","0190","N37523","HNL","18:55","19:07","349","324","12"
"UA","12/29/2022","0221","N69847","MCO","23:08","23:33","315","321","25"
"UA","12/29/2022","0300","N768UA","HNL","13:10","13:47","336","312","37"
"UA","12/29/2022","0372","N76515","PHX","16:35","16:32","123","112","-3"
"UA","12/29/2022","0436","N47517","BWI","22:59","23:24","312","315","25"
"UA","12/29/2022","0447","N17529","SEA","16:10","16:24","144","133","14"
"UA","12/29/2022","0451","N78438","ORD","14:00","13:53","258","247","-7"
"UA","12/29/2022","0476","N779UA","ORD","23:55","00:24","246","0","29"
"UA","12/29/2022","0487","N37527","IAD","10:50","10:55","304","330","5"
"UA","12/29/2022","0505","N773UA","IAH","23:55","00:45","222","213","50"
"UA","12/29/2022","0568","N37516","DEN","11:00","13:05","162","153","125"
"UA","12/29/2022","0574","N833UA","SAT","18:32","18:35","207","196","3"
"UA","12/29/2022","0583","N17529","IAH","05:15","05:12","233","223","-3"
"UA","12/29/2022","0605","N833UA","PDX","07:34","07:51","114","114","17"
"UA","12/29/2022","0611","N14230","SBA","10:50","11:19","79","87","29"
"UA","12/29/2022","0683","N428UA","EUG","19:00","18:58","100","98","-2"
"UA","12/29/2022","0693","N880UA","ABQ","11:13","11:12","148","152","-1"
"UA","12/29/2022","0729","N68836","ORD","16:44","16:42","250","233","-2"
