Detailed Statistics Departures  
Origin Airport: San Francisco, CA: San Francisco International (SFO)
Airline: United Airlines Inc. (UA)
Month(s): December
Day(s): 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2022

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual departure time,Scheduled elapsed time (Minutes),Actual elapsed time (Minutes),Departure delay (Minutes)
"UA","12/22/2022","2464","N69888","LAX","10:35","10:34","92","76","-1"
"UA","12/22/2022","2481","N26208","LAX","13:30","13:37","95","74","7"
"UA","12/22/2022","2482","N37507","FLL","22:53","23:42","329","373","49"
"UA","12/22/2022","2484","N226UA","MCO","09:00","11:13","309","281","133"
"UA","12/22/2022","2600","N37523","MIA","08:37","08:34","333","318","-3"
"UA","12/22/2022","2602","N879UA","PDX","16:55","16:56","114","103","1"
"UA","12/22/2022","2612","N37540","SEA","12:43","12:59","138","122","16"
"UA","12/22/2022","2617","N494UA","LAX","08:25","08:27","101","83","2"
"UA","12/22/2022","2626","N37513","IAD","16:52","16:50","302","275","-2"
"UA","12/22/2022","2628","N831UA","PSP","08:35","08:42","102","92","7"
"UA","12/22/2022","2630","N14242","PHL","23:04","23:04","323","307","0"
"UA","12/22/2022","2640","N75854","ORD","10:36","15:28","259","271","292"
"UA","12/22/2022","2641","N73259","SAN","18:45","18:41","98","87","-4"
"UA","12/22/2022","2644","N77430","RDU","09:10","09:07","310","294","-3"
"UA","12/22/2022","2655","N37537","MSY","10:35","10:35","245","234","0"
"UA","12/22/2022","2656","","SAN","22:35","00:00","101","0","0"
"UA","12/22/2022","2678","N73259","LAS","13:09","13:11","100","87","2"
"UA","12/22/2022","2680","N472UA","SNA","13:25","13:41","96","79","16"
"UA","12/22/2022","2682","N854UA","BUR","10:45","10:46","84","75","1"
"UA","12/23/2022","0190","N27511","HNL","18:55","18:56","349","340","1"
"UA","12/23/2022","0221","N47517","MCO","23:08","23:04","315","309","-4"
"UA","12/23/2022","0300","N776UA","HNL","13:10","13:43","336","334","33"
"UA","12/23/2022","0372","N77530","PHX","16:35","16:31","123","113","-4"
"UA","12/23/2022","0436","N37535","BWI","22:59","00:01","312","305","62"
"UA","12/23/2022","0447","","SEA","16:14","00:00","144","0","0"
"UA","12/23/2022","0451","N69818","ORD","14:00","18:09","258","244","249"
"UA","12/23/2022","0476","","ORD","23:55","00:00","246","0","0"
"UA","12/23/2022","0487","N37513","IAD","10:50","10:50","304","280","0"
"UA","12/23/2022","0505","N219UA","IAH","23:55","01:12","222","212","77"
"UA","12/23/2022","0568","","DEN","11:00","00:00","162","0","0"
"UA","12/23/2022","0574","N896UA","SAT","18:32","18:30","207","195","-2"
"UA","12/23/2022","0583","N37434","IAH","05:15","05:19","233","213","4"
"UA","12/23/2022","0605","","PDX","07:34","00:00","114","0","0"
"UA","12/23/2022","0611","N14242","SBA","10:50","12:21","79","63","91"
"UA","12/23/2022","0683","N403UA","EUG","19:00","21:06","100","101","126"
"UA","12/23/2022","0693","N806UA","ABQ","11:13","11:38","148","126","25"
"UA","12/23/2022","0729","N69840","ORD","16:44","17:10","250","265","26"
"UA","12/23/2022","0733","N39415","DEN","20:24","20:29","154","147","5"
"UA","12/23/2022","0753","N61887","ATL","10:45","11:05","282","268","20"
"UA","12/23/2022","0762","N27515","IAH","11:02","16:51","235","209","349"
"UA","12/23/2022","0793","N37427","ORD","08:30","08:33","264","280","3"
"UA","12/23/2022","1041","N69818","SAN","08:25","08:28","103","96","3"
"UA","12/23/2022","1049","N806UA","RNO","18:47","20:56","64","57","129"
"UA","12/23/2022","1082","N39475","LAX","16:10","16:23","96","76","13"
"UA","12/23/2022","1111","N76533","LIH","08:33","08:42","361","352","9"
"UA","12/23/2022","1115","N37527","DEN","14:28","14:39","155","153","11"
"UA","12/23/2022","1124","","MCI","18:35","00:00","204","0","0"
"UA","12/23/2022","1167","N4888U","MSP","08:35","08:37","220","225","2"
"UA","12/23/2022","1175","N2251U","HNL","09:15","09:27","338","344","12"
"UA","12/23/2022","1200","N76505","LAX","18:50","18:49","96","83","-1"
"UA","12/23/2022","1204","N478UA","PIT","22:18","22:17","290","287","-1"
"UA","12/23/2022","1216","","DEN","18:45","00:00","156","0","0"
"UA","12/23/2022","1248","","ORD","06:30","00:00","257","0","0"
"UA","12/23/2022","1257","N824UA","SMF","22:47","22:43","48","48","-4"
"UA","12/23/2022","1273","","OGG","11:13","00:00","348","0","0"
"UA","12/23/2022","1411","N27015","EWR","07:00","08:09","314","337","69"
"UA","12/23/2022","1428","","EWR","14:30","00:00","333","0","0"
"UA","12/23/2022","1435","N68811","IAH","14:44","16:58","230","204","134"
"UA","12/23/2022","1442","N2639U","EWR","08:30","08:27","320","307","-3"
"UA","12/23/2022","1509","N775UA","HNL","16:40","16:40","338","338","0"
"UA","12/23/2022","1513","N14250","SNA","10:57","10:53","97","82","-4"
"UA","12/23/2022","1559","","PDX","19:10","00:00","114","0","0"
"UA","12/23/2022","1594","N824UA","SNA","16:42","17:44","93","76","62"
"UA","12/23/2022","1620","N4888U","OMA","18:36","18:36","198","195","0"
"UA","12/23/2022","1665","","BOS","22:35","00:00","337","0","0"
"UA","12/23/2022","1684","N77539","LIH","18:50","19:28","354","346","38"
"UA","12/23/2022","1721","N219UA","KOA","09:05","09:13","331","326","8"
"UA","12/23/2022","1723","N210UA","KOA","16:45","22:17","329","312","332"
"UA","12/23/2022","1745","N57439","IAH","13:06","13:24","234","210","18"
"UA","12/23/2022","1749","N778UA","OGG","16:59","20:10","332","307","191"
"UA","12/23/2022","1761","","IAD","23:23","00:00","307","0","0"
"UA","12/23/2022","1770","","CMH","22:50","00:00","276","0","0"
"UA","12/23/2022","1788","N896UA","PSP","13:17","13:09","95","81","-8"
"UA","12/23/2022","1823","N492UA","DEN","16:08","17:27","152","150","79"
"UA","12/23/2022","1825","N47517","DFW","13:25","13:24","214","193","-1"
"UA","12/23/2022","1826","N777UA","DEN","08:40","09:15","156","141","35"
"UA","12/23/2022","1852","N214UA","OGG","09:05","09:32","331","304","27"
"UA","12/23/2022","1893","","IND","22:40","00:00","257","0","0"
"UA","12/23/2022","1914","N214UA","ORD","22:55","01:02","248","240","127"
"UA","12/23/2022","1927","N62889","ORD","05:15","05:10","262","245","-5"
"UA","12/23/2022","1942","","PDX","10:40","00:00","115","0","0"
"UA","12/23/2022","1947","N27539","ORD","18:13","18:31","254","252","18"
"UA","12/23/2022","1950","N38424","IAH","18:52","18:55","229","215","3"
"UA","12/23/2022","1953","","SEA","20:05","00:00","147","0","0"
"UA","12/23/2022","1954","N86534","DCA","08:25","11:38","311","288","193"
"UA","12/23/2022","1986","N77530","SEA","08:25","08:56","147","0","31"
"UA","12/23/2022","1997","N77539","AUS","08:43","08:43","218","199","0"
"UA","12/23/2022","2002","N28912","IAD","13:00","13:02","292","272","2"
"UA","12/23/2022","2005","N492UA","BZN","09:26","09:25","142","126","-1"
"UA","12/23/2022","2011","N61887","IAH","00:29","00:26","224","206","-3"
"UA","12/23/2022","2027","N833UA","PHX","10:32","12:07","124","108","95"
"UA","12/23/2022","2032","N2846U","IAD","08:30","09:02","295","280","32"
"UA","12/23/2022","2034","","LAX","22:35","00:00","84","0","0"
"UA","12/23/2022","2035","N37507","RSW","13:15","14:05","318","286","50"
"UA","12/23/2022","2037","N17126","TPA","09:10","09:08","308","287","-2"
"UA","12/23/2022","2041","N27511","SAN","12:58","12:52","99","89","-6"
"UA","12/23/2022","2047","N495UA","SNA","18:53","19:04","92","96","11"
"UA","12/23/2022","2059","N13013","EWR","22:40","22:42","311","335","2"
"UA","12/23/2022","2097","N787UA","EWR","21:00","21:59","312","310","59"
"UA","12/23/2022","2102","","TPA","22:50","00:00","306","0","0"
"UA","12/23/2022","2169","N37471","PHX","19:10","19:11","123","115","1"
"UA","12/23/2022","2187","","BOS","08:25","00:00","337","0","0"
"UA","12/23/2022","2247","","IAD","22:35","00:00","307","0","0"
"UA","12/23/2022","2296","N38424","IAH","07:47","07:51","233","212","4"
"UA","12/23/2022","2319","N17105","EWR","10:45","10:49","334","399","4"
"UA","12/23/2022","2327","N33289","AUS","23:59","00:34","209","198","35"
"UA","12/23/2022","2329","N66893","LAS","08:47","08:51","102","87","4"
"UA","12/23/2022","2337","N19136","BOS","12:55","14:55","336","311","120"
"UA","12/23/2022","2341","N2747U","BOS","10:45","10:48","339","357","3"
"UA","12/23/2022","2356","N413UA","AUS","16:35","16:38","212","193","3"
"UA","12/23/2022","2366","N473UA","LAS","22:46","23:02","98","89","16"
"UA","12/23/2022","2368","N39416","DEN","12:55","17:50","157","164","295"
"UA","12/23/2022","2377","","DEN","06:34","00:00","159","0","0"
"UA","12/23/2022","2380","N78004","HNL","10:55","13:49","338","319","174"
"UA","12/23/2022","2384","","CLE","23:01","00:00","283","0","0"
"UA","12/23/2022","2396","","BNA","11:06","00:00","261","0","0"
"UA","12/23/2022","2412","N875UA","DFW","10:30","11:25","217","201","55"
"UA","12/23/2022","2419","N792UA","EWR","12:00","11:57","319","333","-3"
"UA","12/23/2022","2423","N2846U","EWR","23:50","00:25","311","322","35"
"UA","12/23/2022","2426","N77865","DEN","05:00","08:57","154","166","237"
"UA","12/23/2022","2447","N824UA","EUG","10:40","12:25","103","89","105"
"UA","12/23/2022","2451","N37514","IAH","09:08","09:22","235","219","14"
"UA","12/23/2022","2458","N14250","LAS","16:50","16:55","99","83","5"
"UA","12/23/2022","2464","N77430","LAX","10:35","10:52","92","80","17"
"UA","12/23/2022","2481","N76505","LAX","13:30","13:38","95","78","8"
"UA","12/23/2022","2482","","FLL","22:40","00:00","329","0","0"
"UA","12/23/2022","2484","N226UA","MCO","09:00","10:23","309","276","83"
"UA","12/23/2022","2600","N37528","MIA","08:25","12:18","333","314","233"
"UA","12/23/2022","2602","","PDX","16:55","00:00","114","0","0"
"UA","12/23/2022","2612","","SEA","12:43","00:00","138","0","0"
"UA","12/23/2022","2617","N414UA","LAX","08:25","08:46","101","81","21"
"UA","12/23/2022","2626","","IAD","16:52","00:00","302","0","0"
"UA","12/23/2022","2628","N836UA","PSP","08:35","08:31","102","76","-4"
"UA","12/23/2022","2630","","PHL","23:04","00:00","324","0","0"
"UA","12/23/2022","2640","N77867","ORD","10:36","11:04","259","253","28"
"UA","12/23/2022","2641","N73270","SAN","18:45","19:50","98","94","65"
"UA","12/23/2022","2644","N27477","RDU","09:10","10:25","310","274","75"
"UA","12/23/2022","2655","N37516","MSY","10:35","10:37","245","229","2"
"UA","12/23/2022","2656","","SAN","22:35","00:00","101","0","0"
"UA","12/23/2022","2678","N73270","LAS","13:09","14:49","100","84","100"
"UA","12/23/2022","2680","N438UA","SNA","13:25","17:52","96","77","267"
"UA","12/23/2022","2682","N822UA","BUR","10:45","10:43","84","83","-2"
"UA","12/24/2022","0221","","MCO","23:08","00:00","315","0","0"
"UA","12/24/2022","0300","N773UA","HNL","13:10","13:20","336","337","10"
"UA","12/24/2022","0353","","RNO","22:35","00:00","68","0","0"
"UA","12/24/2022","0372","N462UA","PHX","16:40","23:08","123","113","388"
"UA","12/24/2022","0436","","BWI","23:07","00:00","312","0","0"
"UA","12/24/2022","0447","N77543","SEA","16:35","16:59","144","121","24"
"UA","12/24/2022","0451","N62883","ORD","14:10","15:02","255","256","52"
"UA","12/24/2022","0476","N781UA","ORD","23:55","02:11","246","249","136"
"UA","12/24/2022","0487","N27515","IAD","10:50","10:55","304","291","5"
"UA","12/24/2022","0505","N768UA","IAH","23:55","00:44","222","200","49"
"UA","12/24/2022","0517","N841UA","JAC","13:00","16:30","132","111","210"
"UA","12/24/2022","0568","N478UA","DEN","11:20","11:43","160","146","23"
"UA","12/24/2022","0583","N17126","IAH","05:15","05:17","233","215","2"
"UA","12/24/2022","0611","N33289","SBA","10:35","10:32","75","62","-3"
"UA","12/24/2022","0693","N77530","ABQ","11:20","11:26","148","130","6"
"UA","12/24/2022","0694","N17529","KOA","10:35","11:32","341","319","57"
"UA","12/24/2022","0733","N38473","DEN","20:24","20:24","154","139","0"
"UA","12/24/2022","0753","","ATL","10:50","00:00","282","0","0"
"UA","12/24/2022","0762","N69804","IAH","11:02","11:12","235","220","10"
"UA","12/24/2022","0793","","ORD","08:30","00:00","264","0","0"
"UA","12/24/2022","0912","N37514","HNL","07:00","06:58","345","351","-2"
"UA","12/24/2022","1041","N898UA","SAN","08:25","08:30","103","84","5"
"UA","12/24/2022","1111","N77539","LIH","08:33","09:00","361","334","27"
"UA","12/24/2022","1115","","BUR","16:10","00:00","80","0","0"
"UA","12/24/2022","1167","N824UA","MSP","09:10","10:36","220","231","86"
"UA","12/24/2022","1175","N2748U","HNL","09:15","09:12","338","336","-3"
"UA","12/24/2022","1179","N492UA","MCI","23:55","23:53","207","204","-2"
"UA","12/24/2022","1186","N423UA","OMA","23:45","23:43","200","191","-2"
"UA","12/24/2022","1200","N824UA","SAT","23:45","23:51","210","183","6"
"UA","12/24/2022","1204","N434UA","PIT","22:35","22:35","287","289","0"
"UA","12/24/2022","1248","","ORD","06:30","00:00","257","0","0"
"UA","12/24/2022","1273","N86534","OGG","11:20","11:51","348","341","31"
"UA","12/24/2022","1411","N78004","EWR","07:00","07:13","314","308","13"
"UA","12/24/2022","1428","N78003","EWR","14:20","16:44","318","323","144"
"UA","12/24/2022","1435","","IAH","14:44","00:00","230","0","0"
"UA","12/24/2022","1442","N2644U","EWR","08:30","08:30","320","317","0"
"UA","12/24/2022","1509","N774UA","HNL","16:40","18:15","338","397","95"
"UA","12/24/2022","1581","N68801","HNL","18:55","19:11","349","330","16"
"UA","12/24/2022","1594","N833UA","SNA","16:42","16:40","93","84","-2"
"UA","12/24/2022","1684","","LIH","18:50","00:00","354","0","0"
"UA","12/24/2022","1721","N779UA","KOA","09:05","09:40","331","320","35"
"UA","12/24/2022","1723","","KOA","16:45","00:00","329","0","0"
"UA","12/24/2022","1745","N27477","IAH","12:55","14:56","234","218","121"
"UA","12/24/2022","1749","N772UA","OGG","16:59","18:40","332","330","101"
"UA","12/24/2022","1770","","CMH","22:40","00:00","276","0","0"
"UA","12/24/2022","1823","N62894","DEN","16:10","17:24","150","146","74"
"UA","12/24/2022","1825","N27509","DFW","13:25","13:25","214","210","0"
"UA","12/24/2022","1826","N778UA","DEN","08:40","08:56","156","148","16"
"UA","12/24/2022","1852","N2332U","OGG","09:05","11:46","331","312","161"
"UA","12/24/2022","1893","N37456","IND","22:59","23:17","257","252","18"
"UA","12/24/2022","1914","N779UA","ORD","22:55","00:48","248","235","113"
"UA","12/24/2022","1927","N68453","ORD","05:15","05:08","262","246","-7"
"UA","12/24/2022","1942","N67501","PDX","10:45","14:24","118","123","219"
"UA","12/24/2022","1947","N37537","ORD","18:13","19:14","254","240","61"
"UA","12/24/2022","1954","N76523","DCA","08:47","08:39","311","290","-8"
"UA","12/24/2022","1986","N35204","SEA","08:25","08:45","147","124","20"
"UA","12/24/2022","1997","","AUS","10:35","00:00","213","0","0"
"UA","12/24/2022","2002","N30913","IAD","13:00","13:35","292","283","35"
"UA","12/24/2022","2005","","BZN","09:10","00:00","142","0","0"
"UA","12/24/2022","2011","N57439","IAH","00:29","02:07","224","217","98"
"UA","12/24/2022","2027","N4888U","PHX","10:32","11:26","124","108","54"
"UA","12/24/2022","2032","N2136U","IAD","08:30","08:42","295","280","12"
"UA","12/24/2022","2037","N58101","TPA","09:10","09:10","308","293","0"
"UA","12/24/2022","2059","N13018","EWR","22:40","22:55","311","306","15"
"UA","12/24/2022","2097","N2747U","EWR","21:00","00:05","312","310","185"
"UA","12/24/2022","2102","","TPA","22:50","00:00","306","0","0"
"UA","12/24/2022","2187","N27511","BOS","08:25","08:23","337","326","-2"
"UA","12/24/2022","2247","N58101","IAD","22:35","22:56","307","296","21"
"UA","12/24/2022","2296","N37528","IAH","07:47","07:46","233","212","-1"
"UA","12/24/2022","2319","","EWR","10:45","00:00","334","0","0"
"UA","12/24/2022","2327","N79521","AUS","23:59","00:01","209","194","2"
"UA","12/24/2022","2329","N62892","LAS","08:47","08:44","102","84","-3"
"UA","12/24/2022","2337","N75853","BOS","12:55","14:33","336","329","98"
"UA","12/24/2022","2341","N57855","BOS","10:45","11:00","339","325","15"
"UA","12/24/2022","2366","N458UA","LAS","22:35","22:29","98","95","-6"
"UA","12/24/2022","2368","N47517","DEN","12:55","13:08","157","142","13"
"UA","12/24/2022","2377","N68452","DEN","06:34","06:44","159","154","10"
"UA","12/24/2022","2380","N77014","HNL","10:55","10:56","338","349","1"
"UA","12/24/2022","2384","N77536","CLE","23:01","22:54","283","267","-7"
"UA","12/24/2022","2396","N432UA","BNA","10:35","11:27","264","250","52"
"UA","12/24/2022","2412","N818UA","DFW","10:30","10:31","217","200","1"
"UA","12/24/2022","2419","N204UA","EWR","12:00","11:58","319","357","-2"
"UA","12/24/2022","2426","","DEN","05:00","00:00","154","0","0"
"UA","12/24/2022","2447","N849UA","EUG","10:41","11:16","103","87","35"
"UA","12/24/2022","2451","N78448","IAH","09:08","09:03","235","217","-5"
"UA","12/24/2022","2458","N39416","LAS","17:35","17:31","99","84","-4"
"UA","12/24/2022","2464","N61887","LAX","10:35","14:13","93","75","218"
"UA","12/24/2022","2481","N37522","LAX","13:25","13:39","95","76","14"
"UA","12/24/2022","2482","N37514","FLL","22:53","00:01","329","313","68"
"UA","12/24/2022","2484","N2747U","MCO","09:00","09:39","309","305","39"
"UA","12/24/2022","2600","N38451","MIA","08:37","11:46","333","315","189"
"UA","12/24/2022","2602","N4888U","PDX","16:55","17:02","114","112","7"
"UA","12/24/2022","2612","N37535","SEA","12:43","13:12","138","132","29"
"UA","12/24/2022","2617","N495UA","LAX","09:30","10:11","101","80","41"
"UA","12/24/2022","2626","N17126","IAD","16:52","17:08","302","285","16"
"UA","12/24/2022","2628","N806UA","PSP","08:35","10:20","102","75","105"
"UA","12/24/2022","2630","N77530","PHL","23:04","22:59","323","305","-5"
"UA","12/24/2022","2640","N77865","ORD","10:36","10:41","259","258","5"
"UA","12/24/2022","2644","N69819","RDU","09:35","09:31","305","288","-4"
"UA","12/24/2022","2655","N438UA","MSY","08:43","08:41","259","239","-2"
"UA","12/24/2022","2656","N833UA","SAN","22:35","23:02","101","87","27"
"UA","12/24/2022","2680","N898UA","SNA","13:40","13:37","96","77","-3"
"UA","12/24/2022","2682","N896UA","BUR","10:45","10:42","84","67","-3"
"UA","12/25/2022","0190","N17529","HNL","18:55","19:31","349","317","36"
"UA","12/25/2022","0221","N27509","MCO","23:08","00:09","315","300","61"
"UA","12/25/2022","0300","N781UA","HNL","13:10","13:39","336","328","29"
"UA","12/25/2022","0372","","PHX","16:35","00:00","123","0","0"
"UA","12/25/2022","0436","N69833","BWI","22:59","23:44","312","302","45"
"UA","12/25/2022","0447","N38479","SEA","16:10","16:10","144","117","0"
"UA","12/25/2022","0451","N37456","ORD","14:00","16:16","258","249","136"
"UA","12/25/2022","0476","N780UA","ORD","23:55","00:17","246","240","22"
"UA","12/25/2022","0487","","IAD","10:50","00:00","291","0","0"
"UA","12/25/2022","0505","N210UA","IAH","23:55","01:32","222","203","97"
"UA","12/25/2022","0568","N79521","DEN","10:35","10:47","158","175","12"
"UA","12/25/2022","0574","N45440","SAT","18:25","18:25","207","192","0"
"UA","12/25/2022","0583","N38451","IAH","05:15","05:39","233","227","24"
"UA","12/25/2022","0611","N86534","SBA","10:50","10:58","79","76","8"
"UA","12/25/2022","0683","N416UA","EUG","19:00","19:01","100","95","1"
"UA","12/25/2022","0693","N817UA","ABQ","11:13","11:05","148","140","-8"
"UA","12/25/2022","0729","N37413","ORD","16:44","16:43","250","242","-1"
"UA","12/25/2022","0753","N69810","ATL","10:45","11:22","282","266","37"
"UA","12/25/2022","0762","N37525","IAH","11:02","12:08","235","262","66"
"UA","12/25/2022","0793","N47414","ORD","08:30","08:29","264","248","-1"
"UA","12/25/2022","1049","N817UA","RNO","18:47","18:49","64","54","2"
"UA","12/25/2022","1082","N37538","LAX","16:35","17:12","95","80","37"
"UA","12/25/2022","1111","N77510","LIH","08:33","08:28","361","345","-5"
"UA","12/25/2022","1115","N68811","DEN","14:28","15:36","155","151","68"
"UA","12/25/2022","1124","N474UA","MCI","18:35","18:38","204","198","3"
"UA","12/25/2022","1167","N842UA","MSP","08:35","08:29","220","211","-6"
"UA","12/25/2022","1175","N2251U","HNL","09:15","09:32","338","337","17"
"UA","12/25/2022","1200","N439UA","LAX","18:45","18:40","96","69","-5"
"UA","12/25/2022","1204","N480UA","PIT","22:18","22:14","290","309","-4"
"UA","12/25/2022","1216","N69888","DEN","18:45","19:04","156","146","19"
"UA","12/25/2022","1248","N57855","ORD","06:30","06:24","257","243","-6"
"UA","12/25/2022","1273","N77535","OGG","11:13","14:25","348","322","192"
"UA","12/25/2022","1411","N226UA","EWR","07:00","06:59","314","312","-1"
"UA","12/25/2022","1428","N17105","EWR","14:30","15:45","333","415","75"
"UA","12/25/2022","1435","N37531","IAH","14:44","14:46","230","239","2"
"UA","12/25/2022","1442","N2332U","EWR","08:30","08:39","320","395","9"
"UA","12/25/2022","1509","N774UA","HNL","16:40","16:46","338","322","6"
"UA","12/25/2022","1513","","SNA","10:57","00:00","97","0","0"
"UA","12/25/2022","1559","N27477","PDX","19:10","19:32","114","99","22"
"UA","12/25/2022","1594","N847UA","SNA","16:42","16:37","93","84","-5"
"UA","12/25/2022","1620","N842UA","OMA","18:36","18:47","198","194","11"
"UA","12/25/2022","1665","N17104","BOS","23:30","01:37","337","327","127"
"UA","12/25/2022","1684","N87513","LIH","18:50","18:54","354","359","4"
"UA","12/25/2022","1721","N210UA","KOA","09:05","10:08","331","306","63"
"UA","12/25/2022","1723","N212UA","KOA","16:45","16:58","329","311","13"
"UA","12/25/2022","1745","N37471","IAH","13:06","13:05","234","230","-1"
"UA","12/25/2022","1749","N213UA","OGG","16:59","17:17","332","338","18"
"UA","12/25/2022","1761","N38479","IAD","23:17","00:56","306","284","99"
"UA","12/25/2022","1770","N847UA","CMH","22:35","22:35","276","275","0"
"UA","12/25/2022","1788","N69888","PSP","13:13","14:05","93","85","52"
"UA","12/25/2022","1823","N494UA","DEN","16:08","16:05","152","150","-3"
"UA","12/25/2022","1825","N39418","DFW","13:25","14:42","214","196","77"
"UA","12/25/2022","1826","N772UA","DEN","08:40","12:14","156","161","214"
"UA","12/25/2022","1852","N773UA","OGG","09:05","09:00","331","328","-5"
"UA","12/25/2022","1893","N37502","IND","22:59","01:03","257","246","124"
"UA","12/25/2022","1914","N773UA","ORD","22:55","23:24","248","239","29"
"UA","12/25/2022","1942","N416UA","PDX","10:35","11:03","114","125","28"
"UA","12/25/2022","1947","N37534","ORD","18:13","18:12","254","240","-1"
"UA","12/25/2022","1950","N36469","IAH","18:52","19:32","229","215","40"
"UA","12/25/2022","1953","N38467","SEA","20:05","20:06","147","120","1"
"UA","12/25/2022","1954","N76523","DCA","08:47","08:42","311","296","-5"
"UA","12/25/2022","2002","N28912","IAD","13:00","14:05","292","272","65"
"UA","12/25/2022","2005","N37413","BZN","09:00","08:50","142","127","-10"
"UA","12/25/2022","2027","N847UA","PHX","10:32","10:43","124","108","11"
"UA","12/25/2022","2032","N2135U","IAD","08:30","08:38","295","283","8"
"UA","12/25/2022","2034","N818UA","LAX","22:35","23:32","84","80","57"
"UA","12/25/2022","2035","N27511","RSW","13:25","13:30","318","307","5"
"UA","12/25/2022","2037","N17133","TPA","09:10","09:34","308","294","24"
"UA","12/25/2022","2041","N36469","SAN","13:05","14:10","99","97","65"
"UA","12/25/2022","2047","N462UA","SNA","18:53","18:52","92","88","-1"
"UA","12/25/2022","2059","N12010","EWR","22:40","22:42","311","305","2"
"UA","12/25/2022","2097","N788UA","EWR","21:00","21:37","312","310","37"
"UA","12/25/2022","2102","N68836","TPA","22:50","00:04","306","289","74"
"UA","12/25/2022","2133","N62894","DEN","05:25","05:34","155","141","9"
"UA","12/25/2022","2169","N472UA","PHX","19:10","19:04","123","121","-6"
"UA","12/25/2022","2187","N34131","BOS","08:25","08:25","337","316","0"
"UA","12/25/2022","2247","N17133","IAD","22:35","23:00","307","294","25"
"UA","12/25/2022","2296","N37534","IAH","07:47","07:48","233","222","1"
"UA","12/25/2022","2319","N17126","EWR","10:45","10:40","334","435","-5"
"UA","12/25/2022","2327","N33289","AUS","23:59","23:55","209","191","-4"
"UA","12/25/2022","2337","N37514","BOS","12:55","13:41","336","320","46"
"UA","12/25/2022","2341","N17104","BOS","10:45","11:32","339","325","47"
"UA","12/25/2022","2356","N484UA","AUS","16:35","18:25","212","203","110"
"UA","12/25/2022","2366","N39418","LAS","22:35","23:41","98","85","66"
"UA","12/25/2022","2368","N78524","DEN","12:55","12:59","157","155","4"
"UA","12/25/2022","2380","N57016","HNL","10:55","12:26","338","341","91"
"UA","12/25/2022","2384","N16217","CLE","23:01","23:56","283","271","55"
"UA","12/25/2022","2396","N37522","BNA","11:06","11:06","261","252","0"
"UA","12/25/2022","2412","N495UA","DFW","10:30","10:25","217","201","-5"
"UA","12/25/2022","2419","N224UA","EWR","12:00","12:20","319","332","20"
"UA","12/25/2022","2423","N2534U","EWR","23:50","23:57","311","333","7"
"UA","12/25/2022","2447","N824UA","EUG","10:40","10:35","103","89","-5"
"UA","12/25/2022","2451","N39416","IAH","09:08","09:06","235","227","-2"
"UA","12/25/2022","2458","N16217","LAS","16:50","18:59","99","80","129"
"UA","12/25/2022","2464","N492UA","LAX","10:35","10:35","95","75","0"
"UA","12/25/2022","2481","N474UA","LAX","13:30","13:24","95","85","-6"
"UA","12/25/2022","2482","N37522","FLL","22:53","23:12","329","323","19"
"UA","12/25/2022","2484","N75854","MCO","09:00","09:32","318","300","32"
"UA","12/25/2022","2600","N27509","MIA","08:45","08:43","333","331","-2"
"UA","12/25/2022","2602","N874UA","PDX","16:55","17:15","114","104","20"
"UA","12/25/2022","2612","N75426","SEA","12:43","13:05","138","116","22"
"UA","12/25/2022","2617","N413UA","LAX","08:25","08:30","101","81","5"
"UA","12/25/2022","2626","N37427","IAD","16:10","16:05","302","287","-5"
"UA","12/25/2022","2628","","PSP","08:35","00:00","102","0","0"
"UA","12/25/2022","2630","N77510","PHL","23:04","23:27","323","308","23"
"UA","12/25/2022","2640","N37507","ORD","10:36","12:04","263","229","88"
"UA","12/25/2022","2641","N77530","SAN","18:45","18:55","98","84","10"
"UA","12/25/2022","2644","","RDU","09:10","00:00","310","0","0"
"UA","12/25/2022","2655","N14240","MSY","10:39","14:53","245","240","254"
"UA","12/25/2022","2656","N47414","SAN","22:35","23:18","101","78","43"
"UA","12/25/2022","2678","N77530","LAS","13:09","13:14","100","87","5"
"UA","12/25/2022","2680","","SNA","13:25","00:00","96","0","0"
"UA","12/25/2022","2682","N898UA","BUR","10:45","12:44","84","67","119"
"UA","12/26/2022","0190","N47505","HNL","18:55","19:29","349","321","34"
"UA","12/26/2022","0221","N77544","MCO","23:08","23:06","315","320","-2"
"UA","12/26/2022","0300","N769UA","HNL","13:10","13:22","336","321","12"
"UA","12/26/2022","0372","N76505","PHX","16:35","17:20","123","114","45"
"UA","12/26/2022","0436","N37538","BWI","22:59","00:03","312","310","64"
"UA","12/26/2022","0447","N69840","SEA","16:10","17:26","144","119","76"
"UA","12/26/2022","0451","N63890","ORD","14:00","16:01","258","237","121"
"UA","12/26/2022","0476","N774UA","ORD","23:55","23:54","246","244","-1"
"UA","12/26/2022","0487","N37502","IAD","10:50","12:17","304","294","87"
"UA","12/26/2022","0505","N212UA","IAH","23:55","00:25","222","213","30"
"UA","12/26/2022","0568","N37535","DEN","11:00","11:34","162","141","34"
"UA","12/26/2022","0574","N817UA","SAT","18:32","20:34","207","196","122"
"UA","12/26/2022","0583","N37525","IAH","05:15","05:15","233","215","0"
